derived_ethnicity,derived_race,derived_sex,action_taken,loan_amount,interest_rate,property_value,income,applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race_observed,applicant_sex,applicant_sex_observed,applicant_age,applicant_age_above_62,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage
Ethnicity Not Available,Race Not Available,Sex Not Available,1,425000,7.875,685000,0,2,3,,2,6,,,2,3,2,55-64,Yes,3762,96.49,101900,44
Not Hispanic or Latino,White,Joint,1,755000,6.375,945000,550,2,2,,2,5,,,2,2,2,25-34,No,4398,17.85,117400,129
Ethnicity Not Available,Race Not Available,Joint,1,15000,0,335000,88,2,3,,2,6,,,2,2,2,45-54,No,6434,52.92,117400,95
Not Hispanic or Latino,White,Joint,1,75000,6.625,535000,62,2,2,,2,5,,,2,2,2,65-74,Yes,6635,34.38,135900,91
Not Hispanic or Latino,White,Female,1,155000,6.5,195000,43,2,2,,2,5,,,2,2,2,55-64,No,3959,7.98,92400,86
Hispanic or Latino,White,Female,1,745000,6.75,765000,179,2,1,,2,5,,,2,2,2,35-44,No,1977,35.36,101900,127
Hispanic or Latino,White,Male,1,255000,8.5,355000,0,2,1,11,2,5,,,2,1,2,45-54,No,4922,31.98,101400,134
Not Hispanic or Latino,White,Male,1,525000,6.124,695000,600,2,2,,2,5,,,2,1,2,55-64,No,3292,9.72,135900,88
Not Hispanic or Latino,White,Male,1,435000,7.25,445000,201,2,2,,2,5,,,2,1,2,25-34,No,2358,11.66,133300,102
Not Hispanic or Latino,White,Male,1,205000,6.624,205000,72,2,2,,2,5,,,2,1,2,65-74,Yes,4466,13.12,83800,104
Hispanic or Latino,White,Female,1,235000,6.499,755000,190,2,1,,2,5,,,2,2,2,55-64,No,3822,89.59,101900,62
Not Hispanic or Latino,White,Female,1,215000,7.25,225000,157,2,2,,2,5,,,2,2,2,35-44,No,3081,8.41,83800,82
Not Hispanic or Latino,White,Joint,1,155000,6.625,255000,135,2,2,,2,5,,,2,1,2,65-74,Yes,3654,11.25,88700,100
Not Hispanic or Latino,Asian,Male,1,465000,6.99,615000,182,2,2,,2,2,,,2,1,2,35-44,No,2178,65.38,101900,78
Ethnicity Not Available,Race Not Available,Sex Not Available,1,525000,6.25,525000,143,2,3,,2,6,,,2,3,2,65-74,Yes,6454,37.39,103900,120
Not Hispanic or Latino,Joint,Joint,1,435000,6.624,545000,176,2,2,,2,5,,,2,1,2,25-34,No,4213,32.16,101900,130
Not Hispanic or Latino,White,Joint,1,435000,5.99,615000,215,2,2,,2,5,,,2,1,2,45-54,No,3087,63.72,101900,115
Hispanic or Latino,White,Male,1,205000,9.999,265000,141,2,1,,2,5,,,2,1,2,35-44,No,3089,30.92,117400,94
Ethnicity Not Available,Race Not Available,Sex Not Available,1,375000,5.625,445000,153,2,3,,2,6,,,2,3,2,25-34,No,7508,58.18,97400,99
Not Hispanic or Latino,White,Female,1,155000,6.25,165000,69,2,2,,2,5,,,2,2,2,35-44,No,3618,17.97,88700,139
Not Hispanic or Latino,White,Female,1,315000,7.125,455000,109,2,2,,2,5,,,2,2,2,55-64,No,7399,13.69,101400,135
Hispanic or Latino,White,Joint,1,135000,7.125,135000,42,2,1,,2,5,,,2,1,2,55-64,Yes,5447,97.76,117400,22
Not Hispanic or Latino,White,Male,1,15000,0,305000,107,2,2,,2,5,,,2,1,2,55-64,No,6381,34.2,135900,87
Hispanic or Latino,White,Male,1,585000,6.25,585000,0,2,1,,2,5,,,2,1,2,<25,No,4139,79.25,101900,77
Not Hispanic or Latino,White,Joint,1,595000,6.49,655000,263,2,2,,2,5,,,2,1,2,35-44,No,5375,21.86,101900,214
Not Hispanic or Latino,Black or African American,Male,1,165000,6.625,355000,71,2,2,,2,3,,,2,1,2,45-54,No,4438,95.27,133300,60
Hispanic or Latino,White,Male,1,635000,6.5,825000,127,2,1,,2,5,,,2,1,2,45-54,No,3954,77.82,101900,95
Not Hispanic or Latino,Asian,Joint,1,525000,6.99,655000,228,2,2,,2,2,,,2,2,2,25-34,No,4840,26.05,117400,160
Not Hispanic or Latino,White,Joint,1,115000,7,165000,142,2,2,,2,5,,,2,2,2,55-64,No,3355,7.24,83800,121
Hispanic or Latino,White,Joint,1,235000,6.875,255000,68,2,1,,2,5,,,2,2,2,45-54,No,4582,31.01,117400,73
Hispanic or Latino,White,Joint,1,355000,6.125,405000,120,2,1,,2,5,,,2,1,2,25-34,No,7483,30.99,117400,108
Not Hispanic or Latino,White,Joint,1,265000,6.75,285000,106,2,2,,2,5,,,2,1,2,65-74,Yes,4867,17.83,135900,65
Not Hispanic or Latino,White,Female,1,255000,6,465000,80,2,2,,2,5,,,2,2,2,>74,Yes,4626,34.26,135900,75
Not Hispanic or Latino,White,Male,1,265000,6.99,295000,73,2,2,,2,5,,,2,1,2,25-34,No,1884,54.78,117400,54
Not Hispanic or Latino,White,Joint,1,285000,6.49,325000,209,2,2,,2,5,,,2,1,2,25-34,No,4682,10.57,83800,103
Hispanic or Latino,White,Male,1,265000,8.875,335000,115,2,1,,2,5,,,2,1,2,35-44,No,3295,89.35,117400,74
Not Hispanic or Latino,White,Female,1,405000,6.99,505000,110,2,2,,2,5,,,2,2,2,25-34,No,2564,11.47,135900,97
Hispanic or Latino,White,Male,1,445000,6.99,595000,232,2,1,,2,5,,,2,1,2,45-54,No,5337,87.95,101900,58
Not Hispanic or Latino,White,Female,1,175000,6.375,175000,38,2,2,,2,5,,,2,2,2,35-44,No,4851,13.67,88700,98
Not Hispanic or Latino,White,Male,1,445000,6.49,555000,96,2,2,,2,5,,,2,1,2,35-44,No,4192,16.34,135900,112
Not Hispanic or Latino,White,Joint,1,295000,6.75,305000,99,2,2,,2,5,,,2,2,2,<25,No,3079,28.39,117400,88
Hispanic or Latino,White,Female,1,465000,6.125,565000,109,2,1,,2,5,,,2,2,2,45-54,No,5979,38.25,133300,118
Not Hispanic or Latino,White,Female,1,15000,0,215000,94,2,2,,2,5,,,2,2,2,35-44,No,6107,26.1,117400,91
Ethnicity Not Available,Race Not Available,Joint,1,605000,6.25,615000,129,2,3,,2,6,,,2,2,2,45-54,No,6300,95.84,135900,30
Not Hispanic or Latino,Black or African American,Female,1,465000,6.99,665000,142,2,2,,2,3,,,2,2,2,45-54,No,4305,58.86,133300,93
Hispanic or Latino,White,Male,1,305000,7,315000,99,2,1,,2,5,,,2,1,2,35-44,No,2955,93.6,117400,99
Not Hispanic or Latino,White,Female,1,205000,6.75,375000,151,2,2,,2,5,,,2,2,2,65-74,Yes,4407,7.44,135900,43
Not Hispanic or Latino,White,Female,1,175000,7.125,175000,50,2,2,,2,5,,,2,2,2,35-44,No,3355,7.24,83800,121
Not Hispanic or Latino,Black or African American,Female,1,745000,6.375,995000,162,2,2,,2,3,,,2,2,2,35-44,No,3900,27.36,156200,140
Not Hispanic or Latino,White,Female,1,155000,7.125,155000,53,2,2,,2,5,,,2,2,2,25-34,No,4425,7.57,88700,130
Hispanic or Latino,White,Joint,1,235000,6.625,245000,68,2,1,,2,5,,,2,1,2,<25,No,6247,94.73,117400,38
Not Hispanic or Latino,White,Male,1,15000,0,235000,69,2,2,,2,5,,,2,1,2,25-34,No,7549,61.21,103900,79
Not Hispanic or Latino,White,Joint,1,495000,6.375,625000,141,2,2,,2,5,,,2,1,2,25-34,No,4484,23.22,135900,114
Hispanic or Latino,White,Joint,1,365000,6.25,375000,91,2,1,,2,5,,,2,1,2,35-44,No,3553,91.16,135900,69
Hispanic or Latino,White,Male,1,495000,6.624,525000,133,2,1,,2,5,,,2,1,2,35-44,No,4806,22.53,135900,120
Not Hispanic or Latino,White,Male,1,535000,7.625,675000,584,2,2,,2,5,,,2,1,2,25-34,No,4390,63.62,101900,134
Not Hispanic or Latino,White,Joint,1,165000,7.49,195000,80,2,2,,2,5,,,2,2,2,35-44,No,4096,8.03,83800,115
Not Hispanic or Latino,White,Joint,1,405000,6.49,655000,193,2,2,,2,5,,,2,1,2,25-34,No,3835,24.56,117400,171
Not Hispanic or Latino,White,Joint,1,245000,6.875,585000,70,2,2,,2,5,,,2,1,2,25-34,No,3444,43.03,135900,97
Not Hispanic or Latino,White,Female,1,245000,6.625,265000,57,2,2,,2,5,,,2,2,2,35-44,No,5288,19.35,117400,102
Not Hispanic or Latino,Asian,Male,1,225000,6.49,275000,121,2,2,,2,2,21,,2,1,2,45-54,No,6227,46.38,117400,80
Not Hispanic or Latino,White,Male,1,235000,6.25,235000,88,2,2,,2,5,,,2,1,2,35-44,No,7579,64.34,125900,60
Hispanic or Latino,White,Female,1,25000,0,435000,101,2,1,,2,5,,,2,2,2,<25,No,5811,22.29,125900,114
Not Hispanic or Latino,Asian,Male,1,155000,6.49,155000,66,2,2,,2,2,21,,2,1,2,35-44,No,3928,24.82,88700,84
Not Hispanic or Latino,Black or African American,Joint,1,675000,7.25,695000,160,2,2,,2,3,,,2,1,2,55-64,No,4188,98.97,133300,45
Hispanic or Latino,White,Male,1,525000,5.75,535000,129,2,1,,2,5,,,2,1,2,25-34,No,6628,78.3,101900,89
Ethnicity Not Available,Black or African American,Male,1,15000,0,385000,96,2,3,,2,3,,,2,1,2,25-34,No,3282,23.07,133300,79
Ethnicity Not Available,Race Not Available,Male,1,15000,0,185000,76,2,3,,2,6,,,2,1,2,25-34,No,4959,65.48,75800,101
Hispanic or Latino,White,Female,1,515000,6.625,525000,113,2,1,,2,5,,,2,2,2,<25,No,2474,21.95,133300,104
Not Hispanic or Latino,White,Female,1,275000,6.375,375000,66,2,2,,2,5,,,2,2,2,25-34,No,4261,18.89,135900,95
Not Hispanic or Latino,White,Female,1,185000,7.625,265000,51,2,2,,2,5,,,2,2,2,35-44,No,4885,8.76,83800,109
Ethnicity Not Available,Black or African American,Female,1,15000,0,205000,48,9,3,,2,3,,,2,2,2,<25,No,3098,13.11,117400,109
Hispanic or Latino,White,Female,1,15000,0,175000,38,2,1,12,2,5,,,2,2,2,25-34,No,5447,97.76,117400,22
Not Hispanic or Latino,White,Joint,1,675000,6.624,755000,262,2,2,,2,5,,,2,2,2,25-34,No,3403,18.95,135900,164
Hispanic or Latino,White,Male,1,105000,6.875,125000,95,2,1,12,2,5,,,2,1,2,25-34,No,2661,10.48,94800,64
Not Hispanic or Latino,White,Male,1,505000,6.125,1225000,574,2,2,,2,5,,,2,1,2,55-64,No,6325,25.22,135900,169
Not Hispanic or Latino,White,Joint,1,105000,11.75,875000,206,2,2,,2,5,,,2,1,2,25-34,No,2688,29.39,117400,154
Not Hispanic or Latino,Asian,Male,1,265000,8.25,355000,0,2,2,,2,2,21,,2,1,2,45-54,No,5900,53.58,125900,81
Not Hispanic or Latino,White,Male,1,125000,6.624,625000,53,2,2,,2,5,,,2,1,2,45-54,No,3622,36.66,133300,93
Not Hispanic or Latino,White,Female,1,305000,6.624,465000,84,2,2,,2,5,,,2,2,2,35-44,No,4845,17.63,101900,128
Not Hispanic or Latino,White,Male,1,145000,6.625,155000,79,2,2,,2,5,,,2,1,2,35-44,No,3786,11.15,101400,135
Hispanic or Latino,White,Female,1,515000,5.75,525000,126,2,1,,2,5,,,2,2,2,35-44,No,3805,96.85,101900,44
Not Hispanic or Latino,White,Joint,1,215000,7.625,405000,100,2,2,,2,5,,,2,2,2,35-44,No,4493,31.78,101900,128
Not Hispanic or Latino,White,Joint,1,665000,6.99,785000,210,2,2,,2,5,,,2,1,2,35-44,No,6481,38.7,133300,142
Not Hispanic or Latino,Asian,Male,1,445000,6.99,555000,170,2,2,,2,2,21,,2,1,2,35-44,No,7398,44.48,101900,125
Not Hispanic or Latino,White,Male,1,185000,7.624,255000,184,2,2,,2,5,,,2,1,2,35-44,No,2599,49.75,117400,63
Not Hispanic or Latino,White,Male,1,185000,6.875,195000,53,2,2,,2,5,,,2,1,2,<25,No,2673,11.82,117400,104
Not Hispanic or Latino,White,Female,1,155000,6.624,195000,61,2,2,,2,5,,,2,2,2,55-64,No,7781,28.04,101400,117
Ethnicity Not Available,White,Female,1,15000,0,305000,92,2,3,,2,5,,,2,2,2,<25,No,3079,28.39,117400,88
Not Hispanic or Latino,White,Joint,1,315000,6.99,395000,212,2,2,,2,5,,,2,1,2,25-34,No,6000,25.07,117400,129
Ethnicity Not Available,Race Not Available,Sex Not Available,1,435000,7.5,545000,146,2,3,,2,6,,,2,3,2,45-54,No,4533,62.94,133300,104
Not Hispanic or Latino,White,Male,1,95000,7.75,95000,44,2,2,,2,5,,,2,1,2,25-34,No,6748,30.1,83800,98
Not Hispanic or Latino,White,Male,1,465000,7.125,675000,208,2,2,,2,5,,,2,1,2,55-64,No,3249,55.12,101900,89
Not Hispanic or Latino,Asian,Joint,1,435000,6.99,445000,136,2,2,,2,2,23,,2,1,2,25-34,No,7457,44.29,101900,139
Hispanic or Latino,Race Not Available,Female,0,515000,NA,525000,71,9,1,,2,6,,,2,2,2,45-54,No,2359,51.12,135900,84
Not Hispanic or Latino,Asian,Joint,1,905000,7.125,1755000,798,2,2,,2,2,,,2,1,2,45-54,No,5609,25.89,135900,142
Not Hispanic or Latino,Asian,Male,1,205000,6.125,275000,318,2,2,,2,2,21,,2,1,2,35-44,No,7239,31.95,117400,159
Hispanic or Latino,White,Joint,1,435000,6.25,445000,108,2,1,,2,5,,,2,1,2,45-54,No,5286,47.99,135900,102
Hispanic or Latino,White,Joint,1,265000,6.75,265000,79,2,1,,2,5,,,2,1,2,35-44,No,5068,88.3,125900,52
Hispanic or Latino,White,Male,1,185000,6.25,185000,42,2,1,,2,5,,,2,1,2,35-44,No,4274,98.18,117400,34
Not Hispanic or Latino,Black or African American,Female,1,355000,6.25,365000,85,2,2,,2,3,,,2,2,2,35-44,No,3295,89.35,117400,74
Not Hispanic or Latino,White,Joint,1,1505000,6.625,2155000,476,2,2,,2,5,,,2,1,2,35-44,No,5032,19.63,133300,232
Ethnicity Not Available,Race Not Available,Sex Not Available,1,615000,6.624,815000,261,2,3,,2,6,,,2,3,2,35-44,No,4468,29.1,133300,131
Ethnicity Not Available,Race Not Available,Sex Not Available,1,555000,6.625,565000,136,2,3,,2,6,,,2,3,2,35-44,No,3818,12.18,133300,93
Not Hispanic or Latino,White,Joint,1,715000,7.125,855000,199,2,2,,2,5,,,2,1,2,25-34,No,3631,41.45,135900,103
Not Hispanic or Latino,Asian,Male,1,655000,6.75,945000,325,2,2,,2,2,,,2,1,2,45-54,No,4064,17.42,135900,161
Not Hispanic or Latino,White,Joint,1,145000,7.625,145000,67,2,2,,2,5,,,2,2,2,<25,No,4682,10.57,83800,103
Hispanic or Latino,White,Joint,1,215000,6.75,215000,104,2,1,,2,5,,,2,2,2,<25,No,4059,98.05,117400,30
Hispanic or Latino,Race Not Available,Joint,1,675000,6,695000,164,2,1,,2,6,,,2,1,2,25-34,No,6347,95.07,135900,41
Hispanic or Latino,White,Female,1,175000,6.625,275000,73,2,1,,2,5,,,2,2,2,35-44,No,4714,66.82,117400,97
Not Hispanic or Latino,White,Male,1,345000,7.5,425000,175,2,2,,2,5,,,2,1,2,55-64,No,4189,9.57,135900,49
Hispanic or Latino,White,Male,1,105000,7.5,145000,93,2,1,,2,5,,,2,1,2,25-34,No,1876,97.33,117400,65
Hispanic or Latino,White,Female,1,615000,5.75,755000,137,2,1,,2,5,,,2,2,2,35-44,No,4271,22.2,101900,101
Not Hispanic or Latino,White,Female,1,195000,6.125,345000,75,2,2,,2,5,,,2,2,2,55-64,No,7241,61.4,133300,70
Hispanic or Latino,White,Male,0,435000,NA,455000,108,9,1,12,2,5,,,2,1,2,45-54,No,5008,64.4,117400,118
Hispanic or Latino,White,Male,1,325000,6.25,335000,90,2,1,,2,5,,,2,1,2,25-34,No,5827,29.64,133300,133
Hispanic or Latino,White,Female,1,225000,6.25,235000,68,2,1,,2,5,,,2,2,2,25-34,No,1924,77.91,111300,69
Hispanic or Latino,Black or African American,Male,1,205000,6.625,255000,108,2,1,,2,3,,,2,1,2,35-44,No,3930,42.98,101900,192
Not Hispanic or Latino,White,Male,1,295000,7.125,325000,76,2,2,,2,5,,,2,1,2,35-44,No,3173,25.24,133300,148
Not Hispanic or Latino,White,Female,1,265000,7.25,275000,124,2,2,,2,5,,,2,2,2,25-34,No,7920,25.43,135900,70
Not Hispanic or Latino,White,Joint,1,155000,6.5,155000,93,2,2,,2,5,,,2,1,2,<25,No,4292,6.2,88700,86
Ethnicity Not Available,Race Not Available,Sex Not Available,1,345000,6.25,355000,120,2,3,,2,6,,,2,3,2,35-44,No,5059,40.94,101400,73
Ethnicity Not Available,Race Not Available,Sex Not Available,1,375000,8.25,385000,146,2,3,,2,6,,,2,3,2,25-34,No,7331,66.74,125900,91
Not Hispanic or Latino,White,Joint,1,295000,6.25,305000,72,2,2,,2,5,,,2,1,2,25-34,No,6209,19.15,125900,107
Joint,Race Not Available,Joint,1,295000,7.125,305000,102,2,1,11,2,6,,,2,2,2,25-34,No,3119,42.23,111300,74
Hispanic or Latino,White,Male,1,355000,6.625,365000,82,2,1,,2,5,,,2,1,2,35-44,No,5389,27.89,125900,99
Not Hispanic or Latino,White,Male,1,195000,7.5,255000,193,2,2,,2,5,,,2,1,2,35-44,No,5218,23.27,133300,148
Ethnicity Not Available,Race Not Available,Sex Not Available,1,885000,8.75,1105000,405,2,3,,2,6,,,2,3,2,25-34,No,6380,28.34,133300,184
Hispanic or Latino,Race Not Available,Male,1,465000,6.25,475000,109,2,1,,2,6,,,2,1,2,25-34,No,3799,19.32,133300,124
Hispanic or Latino,White,Male,1,535000,6.125,585000,156,2,1,,2,5,,,2,1,2,<25,No,6009,90.11,133300,51
Not Hispanic or Latino,White,Male,1,305000,7.125,325000,101,2,2,,2,5,,,2,1,2,35-44,No,3788,37.83,117400,110
Hispanic or Latino,White,Female,1,155000,6.25,165000,32,2,1,,2,5,,,2,2,2,25-34,No,4274,98.18,117400,34
Not Hispanic or Latino,Black or African American,Female,1,705000,6.25,715000,168,2,2,,2,3,,,2,2,2,35-44,No,3710,98.01,133300,0
Not Hispanic or Latino,White,Male,1,375000,7,425000,112,2,2,,2,5,,,2,1,2,45-54,No,4068,14.87,135900,103
Ethnicity Not Available,Race Not Available,Sex Not Available,1,15000,0,355000,88,2,3,,2,6,,,2,3,2,35-44,No,5059,40.94,101400,73
Not Hispanic or Latino,White,Male,1,215000,6.624,295000,53,2,2,,2,5,,,2,1,2,55-64,No,7579,64.34,125900,60
Hispanic or Latino,White,Joint,1,475000,6.75,665000,163,2,1,14,2,5,,,2,1,2,25-34,No,4302,50.77,156200,93
Not Hispanic or Latino,White,Joint,1,425000,6.25,555000,145,2,2,,2,5,,,2,1,2,35-44,No,5863,66.16,135900,124
Hispanic or Latino,White,Male,1,285000,6.875,385000,147,2,1,,2,5,,,2,1,2,35-44,No,4785,79.46,125900,72
Hispanic or Latino,White,Joint,1,425000,6.99,455000,118,2,1,,2,5,,,2,1,2,25-34,No,3973,27.01,133300,90
Hispanic or Latino,White,Joint,1,555000,7.25,575000,151,2,1,,2,5,,,2,1,2,35-44,No,3202,98.59,101900,44
Hispanic or Latino,White,Female,1,1445000,9.25,1805000,972,2,1,,2,5,,,2,2,2,35-44,No,6672,29.09,117400,247
Not Hispanic or Latino,White,Female,1,225000,6.875,285000,52,2,2,,2,5,,,2,2,2,25-34,No,5867,29.78,117400,83
Not Hispanic or Latino,Black or African American,Female,1,415000,6.875,515000,166,2,2,,2,3,,,2,2,2,45-54,No,4595,45.11,156200,78
Not Hispanic or Latino,Black or African American,Male,1,345000,5.625,355000,72,2,2,,2,3,,,2,1,2,35-44,No,5965,19.38,125900,110
Not Hispanic or Latino,White,Male,1,215000,5.875,255000,69,2,2,,2,5,,,2,1,2,25-34,No,4276,30.17,135900,144
Not Hispanic or Latino,Black or African American,Male,1,335000,9.624,515000,0,2,2,,2,3,,,2,1,2,55-64,No,4551,98.64,133300,40
Not Hispanic or Latino,White,Female,1,255000,7.375,315000,85,2,2,,2,5,,,2,2,2,25-34,No,5044,12.79,117400,122
Hispanic or Latino,White,Female,1,225000,5.625,225000,95,2,1,,2,5,,,2,2,2,25-34,No,3736,49.22,117400,73
Not Hispanic or Latino,Black or African American,Female,1,305000,7.75,315000,97,2,2,,2,3,,,2,2,2,25-34,No,6367,58.13,117400,90
Not Hispanic or Latino,White,Male,1,275000,6.5,425000,141,2,2,,2,5,,,2,1,2,25-34,No,3642,7.99,88700,125
Ethnicity Not Available,Race Not Available,Sex Not Available,0,615000,NA,825000,151,9,3,,2,6,,,2,3,2,35-44,No,5838,92.31,133300,63
Not Hispanic or Latino,White,Male,1,405000,7.5,445000,130,2,2,,2,5,,,2,1,2,25-34,No,4400,43.2,135900,83
Not Hispanic or Latino,White,Male,0,205000,NA,305000,42,9,2,,2,5,,,2,1,2,55-64,No,3803,90.27,117400,87
Not Hispanic or Latino,White,Joint,0,415000,NA,425000,57,9,2,,2,5,,,2,1,2,35-44,No,3606,6.07,83800,118
Not Hispanic or Latino,Black or African American,Male,0,235000,NA,265000,61,9,2,,2,3,,,2,1,2,25-34,No,4177,73.09,133300,60
Joint,Black or African American,Joint,0,15000,NA,305000,84,9,2,,2,3,,,2,2,2,35-44,No,2989,42.86,117400,88
Hispanic or Latino,White,Male,0,145000,NA,55000,130,12,1,,1,5,,,1,1,1,25-34,No,6921,54.05,97400,68
Not Hispanic or Latino,White,Male,0,65000,NA,405000,66,12,2,,2,5,,,2,1,2,>74,Yes,4285,32.16,97400,155
Not Hispanic or Latino,White,Joint,0,35000,NA,325000,225,9,2,,2,5,,,2,1,2,45-54,No,7529,62.28,97400,167
Not Hispanic or Latino,White,Male,0,155000,NA,175000,120,12,2,,2,5,,,2,1,2,<25,No,0,0,0,0
Hispanic or Latino,White,Male,0,85000,NA,415000,108,12,1,14,2,5,,,2,1,2,35-44,No,0,0,0,0
Not Hispanic or Latino,White,Male,0,25000,NA,325000,120,12,2,,2,5,,,2,1,2,55-64,No,0,0,0,0
Not Hispanic or Latino,Black or African American,Male,0,65000,NA,315000,62,12,2,,2,3,,,2,1,2,35-44,No,0,0,0,0
Ethnicity Not Available,Race Not Available,Sex Not Available,0,175000,NA,775000,288,12,3,,2,6,,,2,3,2,45-54,No,0,0,0,0
Ethnicity Not Available,Race Not Available,Male,0,85000,NA,375000,144,12,3,,2,6,,,2,1,2,35-44,No,0,0,0,0
Not Hispanic or Latino,Black or African American,Male,0,15000,NA,255000,40,12,2,,2,3,,,2,1,2,65-74,Yes,0,0,0,0
Not Hispanic or Latino,Black or African American,Female,0,45000,NA,395000,84,12,2,,2,3,,,2,2,2,35-44,No,0,0,0,0
Ethnicity Not Available,Race Not Available,Sex Not Available,0,175000,NA,905000,378,9,3,,2,6,,,2,3,2,45-54,No,0,0,0,0
Ethnicity Not Available,Race Not Available,Male,0,305000,NA,405000,96,12,3,,2,6,,,2,1,2,45-54,No,0,0,0,0
Hispanic or Latino,White,Female,0,75000,NA,755000,960,12,11,,2,5,,,2,2,2,55-64,No,0,0,0,0
Not Hispanic or Latino,White,Male,0,75000,NA,445000,258,12,2,,2,5,,,2,1,2,35-44,No,4296,64.48,97400,90
Not Hispanic or Latino,White,Female,0,65000,NA,265000,135,12,2,,2,5,,,2,2,2,55-64,Yes,4469,38.08,97400,253
Hispanic or Latino,Race Not Available,Male,0,45000,NA,375000,180,12,1,,2,6,,,2,1,2,35-44,No,0,0,0,0
Hispanic or Latino,Race Not Available,Male,0,45000,NA,55000,73,12,1,,2,6,,,2,1,2,35-44,No,0,0,0,0
Not Hispanic or Latino,White,Male,0,105000,NA,905000,420,12,2,,2,5,,,2,1,2,35-44,No,0,0,0,0
Not Hispanic or Latino,Black or African American,Joint,0,105000,NA,405000,118,12,2,,2,3,,,2,2,2,65-74,Yes,0,0,0,0
Hispanic or Latino,White,Male,0,105000,NA,275000,141,12,1,,2,5,,,2,1,2,35-44,No,0,0,0,0
Not Hispanic or Latino,White,Female,0,305000,NA,2205000,504,12,2,,2,5,,,2,2,2,55-64,No,0,0,0,0
Not Hispanic or Latino,White,Joint,0,35000,NA,255000,84,12,2,,2,5,,,2,2,2,45-54,No,0,0,0,0
Not Hispanic or Latino,White,Female,0,75000,NA,535000,134,9,2,,2,5,,,2,2,2,35-44,No,0,0,0,0
Hispanic or Latino,Race Not Available,Male,0,35000,NA,235000,61,12,1,14,2,6,,,2,1,2,35-44,No,0,0,0,0
Hispanic or Latino,White,Joint,0,15000,NA,85000,67,12,1,,2,5,,,2,2,2,55-64,No,0,0,0,0
Not Hispanic or Latino,White,Male,0,435000,NA,565000,84,12,2,,2,5,,,2,1,2,35-44,No,0,0,0,0
Not Hispanic or Latino,White,Joint,0,95000,NA,555000,158,12,2,,2,5,,,2,2,2,55-64,Yes,1291,17.89,97400,150
Joint,Black or African American,Joint,0,45000,NA,385000,160,12,2,,2,3,,,2,2,2,45-54,No,6399,73.15,97400,123
Not Hispanic or Latino,Black or African American,Male,0,295000,NA,1015000,360,12,2,,2,3,,,2,1,2,35-44,No,4012,26.79,97400,283
Hispanic or Latino,White,Male,0,45000,NA,335000,132,12,1,11,2,5,,,2,1,2,45-54,No,0,0,0,0
Not Hispanic or Latino,White,Female,0,95000,NA,295000,119,12,2,,2,5,,,2,2,2,65-74,Yes,6377,45.01,97400,129
Joint,White,Joint,0,805000,NA,1725000,203,1,1,,2,5,,,2,1,2,55-64,No,7128,30.92,129000,157
Not Hispanic or Latino,White,Joint,0,1005000,NA,1455000,310,3,2,,2,5,,,2,1,2,65-74,Yes,5879,51.17,129000,91
Not Hispanic or Latino,Asian,Joint,0,565000,NA,755000,392,3,2,,2,2,21,,2,1,2,25-34,No,5368,81.11,103200,95
Not Hispanic or Latino,Asian,Female,0,725000,NA,1065000,180,3,2,,2,2,22,,2,2,2,35-44,No,11557,56.9,129000,132
Ethnicity Not Available,Race Not Available,Sex Not Available,0,245000,NA,395000,81,3,3,,2,6,,,2,3,2,25-34,No,2109,29.35,97500,93
Not Hispanic or Latino,Asian,Male,0,935000,NA,1105000,306,1,2,,2,2,21,,2,1,2,45-54,No,7206,61.02,155700,114
Not Hispanic or Latino,Asian,Joint,0,855000,NA,1005000,234,3,2,,3,2,27,,3,1,3,<25,No,8556,90.59,129000,51
Ethnicity Not Available,Race Not Available,Sex Not Available,0,755000,NA,NA,NA,9,4,,3,7,,,3,4,3,8888,NA,5379,96.64,155700,34
Ethnicity Not Available,Race Not Available,Sex Not Available,0,1215000,NA,NA,NA,9,4,,3,7,,,3,4,3,8888,NA,2991,58.34,155700,69
Not Hispanic or Latino,Asian,Joint,0,875000,NA,NA,NA,9,2,,2,2,,,2,1,2,65-74,Yes,3115,68.51,184200,59
Not Hispanic or Latino,Asian,Male,0,995000,NA,1285000,194,2,2,,3,2,27,,3,1,3,45-54,No,5998,56.14,97500,170
Not Hispanic or Latino,Asian,Joint,0,1115000,NA,1395000,413,9,2,,2,2,21,,2,1,2,35-44,No,3952,41.32,155700,141
Ethnicity Not Available,Race Not Available,Sex Not Available,0,375000,NA,NA,NA,9,3,,2,6,,,2,3,2,45-54,No,3277,63.59,82200,66
Ethnicity Not Available,Race Not Available,Sex Not Available,0,655000,NA,NA,NA,9,4,,3,7,,,3,4,3,8888,NA,4142,94.04,155700,75
Ethnicity Not Available,Race Not Available,Sex Not Available,0,1605000,NA,NA,NA,9,4,,3,7,,,3,4,3,8888,NA,2991,58.34,155700,69
Ethnicity Not Available,Race Not Available,Sex Not Available,0,2555000,NA,NA,NA,9,4,,3,7,,,3,4,3,8888,NA,2254,93.92,98200,74
Not Hispanic or Latino,Black or African American,Male,0,595000,NA,NA,NA,9,2,,2,3,,,2,1,2,65-74,Yes,5223,78.4,155700,39
